,,,,,,,,,,,,
,,"MJAYD/E","Elec",1187,1187,1187,706,896,1187,,,
," Includes Acta Crystallographica Section D & Acta Crystallographica Section F (Electronic).Also available online at http:/journals.iucr.org/",,,,,,,,,,,
"AYA","ACTA CRYSTALLOGRAPHICA SECTION A",,,,,,,,,,,
,"AYA",,,,,,,,,,,
,"0108-7673","AYA/C","P + E",765,765,765,455,578,765,,,
,"1600-5724","AYA/E","Elec",695,695,695,414,526,695,,,
,"Vol 66, 6 Issues","AYA","Print",695,695,695,414,526,695,,,
,"Also available in Acta Crystallographica Package - AYA/AYB/AYC & Acta Crystallographica Package - AYA/AYB/AYC/ AYD/AYF2 & Crystallography Package -",,,,,,,,,,,
,"AYA/AYB/AYC/AYD/AYF/JCR/JSY. Also available online at http:/journals.iucr.org/",,,,,,,,,,,
"AYB","ACTA CRYSTALLOGRAPHICA SECTION B",,,,,,,,,,,
,"AYB",,,,,,,,,,,
,"0108-7681","AYB/C","P + E",811,811,811,483,614,811,,,
,"1600-5740","AYB/E","Elec",737,737,737,439,557,737,,,
,"Vol 66, 6 Issues","AYB","Print",737,737,737,439,557,737,,,
,"Also available in Acta Crystallographica Package - AYA/AYB/AYC & ACTA CRYSTALLOGRAPHICA PACKAGE - AYB/AYC & Acta Crystallographica Package - AYA/AYB/AYC/",,,,,,,,,,,
,"AYD/AYF2 & Crystallography Package - AYA/AYB/AYC/AYD/AYF/JCR/JSY.Also available online at http:/journals.iucr.org/",,,,,,,,,,,
"AYC","ACTA CRYSTALLOGRAPHICA SECTION C",,,,,,,,,,,
,"AYC",,,,,,,,,,,
,"0108-2701","AYC/C","P + E",2188,2188,2188,1302,1653,2188,,,
,"1600-5759","AYC/E","Elec",1988,1988,1988,1183,1503,1988,,,
,"Vol 66, 12 Issues","AYC","Print",1988,1988,1988,1183,1503,1988,,,
,"Also available in Acta Crystallographica Package - AYA/AYB/AYC & ACTA CRYSTALLOGRAPHICA PACKAGE - AYB/AYC & Acta Crystallographica Package - AYA/AYB/AYC/",,,,,,,,,,,
,"AYD/AYF2 & Crystallography Package - AYA/AYB/AYC/AYD/AYF/JCR/JSY.Also available online at http:/journals.iucr.org/",,,,,,,,,,,
"AYD","ACTA CRYSTALLOGRAPHICA SECTION D",,,,,,,,,,,
,"AYD",,,,,,,,,,,
,"0907-4449","AYD/C","P + E",1306,1306,1306,776,986,1306,,,
,"1399-0047","AYD/E","Elec",1186,1186,1186,706,896,1186,,,
,"Vol 66, 12 Issues","AYD","Print",1186,1186,1186,706,896,1186,,,
,"Also available in Acta Crystallographica Package - AYA/AYB/AYC/ AYD/AYF2 & Acta Crystallographica Package - AYD/AYF & Crystallography Package -",,,,,,,,,,,
,"AYA/AYB/AYC/AYD/AYF/JCR/JSY.Also available online at http:/journals.iucr.org/",,,,,,,,,,,
"AYE2","ACTA CRYSTALLOGRAPHICA SECTION E (ELECTRONIC)",,,,,,,,,,,
,"AYE2",,,"OPEN ACCESS SECTION",,,,,,,,
,"1600-5368",,,,,,,,,,,
,"Not available in print. Also available online at http:/journals.iucr.org/",,,,,,,,,,,
"AYF2","ACTA CRYSTALLOGRAPHICA SECTION F (ELECTRONIC)",,,,,,,,,,,
,"AYF2",,,,,,,,,,,
,"1744-3091","AYF2/E","Elec",1104,1104,1104,657,834,1104,,,
,"Vol 66, 12 Issues",,,,,,,,,,,
,"Not available in print. Also available in Acta Crystallographica Package - AYA/AYB/AYC/ AYD/AYF2 & Acta Crystallographica Package - AYD/AYF &",,,,,,,,,,,
,"Crystallography Package - AYA/AYB/AYC/AYD/AYF/JCR/JSY.Also available online at http:/journals.iucr.org/",,,,,,,,,,,
"ACGS","ACTA GEOLOGICA SINICA (ENGLISH EDITION)",,,,,,,,,,,
,"ACGS",,,,,,,,,,,
,"1000-9515","ACGS/C","P + E",350,350,350,180,227,350,385,"USD","Australia"
,"1755-6724","ACGS/E","Elec",318,318,318,163,206,318,349.8,"USD","Australia"
,"Vol 84, 6 Issues","ACGS","Print",318,318,318,163,206,318,349.8,"USD","Australia"
,"Australia prices inclusive of GST.",,,,,,,,,,,
"ANE","ACTA NEUROLOGICA SCANDINAVICA",,,,,,,,,,,
,"ANE",,,,,,,,,,,
,"0001-6314","ANE/C","P + E",1318,1318,1318,786,998,1540,,,
,"1600-0404","ANE/E","Elec",1198,1198,1198,714,907,1400,,,
,"Vol 121-122, 12 Issues","ANE","Print",1198,1198,1198,714,907,1400,,,
"ACN","ACTA NEUROPSYCHIATRICA",,,,,,,,,,,
,"ACN",,,,,,,,,,,
,"0924-2708","ACN/C","P + E",428,428,428,255,324,500,,,
,"1601-5215","ACN/E","Elec",388,388,388,232,294,454,,,
,"Vol 22, 6 Issues","ACN","Print",388,388,388,232,294,454,,,
"AOS","ACTA OPHTHALMOLOGICA",,,,,,,,,,,
,"AOS",,,,,,,,,,,
,"1755-375X","AOS/C","P + E",526,526,526,314,400,616,,,
,"1755-3768","AOS/E","Elec",478,478,478,286,363,560,,,
,"Vol 88, 8 Issues","AOS","Print",478,478,478,286,363,560,,,
"APA","ACTA PAEDIATRICA",,,,,,,,,,,
,"APA",,,,,,,,,,,
,"0803-5253","APA/C","P + E",963,963,963,562,715,1123,,,
,"1651-2227","APA/E","Elec",875,875,875,511,650,1002,,,
,"Vol 99, 12 Issues",,,,,,,,,,,
,"Not available in print only.",,,,,,,,,,,
"APHA","ACTA PHYSIOLOGICA",,,,,,,,,,,
,"APHA",,,,,,,,,,,
,"1748-1708","APHA/C","P + E",1015,1015,1015,535,680,1188,,,
,"1748-1716","APHA/E","Elec",923,923,923,486,617,1080,,,
,"Vol 198-200, 12 Issues","APHA","Print",923,923,923,486,617,1080,,,
"ACPS","ACTA PSYCHIATRICA SCANDINAVICA",,,,,,,,,,,
,"ACPS",,,,,,,,,,,
,"0001-690X","ACPS/C","P + E",1338,1338,1338,797,1012,1560,,,
,"1600-0447","ACPS/E","Elec",1216,1216,1216,723,920,1418,,,
,"Vol 121-122, 12 Issues","ACPS","Print",1216,1216,1216,723,920,1418,,,
"AZO","ACTA ZOOLOGICA",,,,,,,,,,,
,"AZO",,,,,,,,,,,
,"0001-7272","AZO/C","P + E",1304,1304,1304,706,897,1523,,,
,"1463-6395","AZO/E","Elec",1185,1185,1185,641,815,1384,,,
,"Vol 91, 4 Issues","AZO","Print",1185,1185,1185,641,815,1384,,,
"ADD","ADDICTION",,,,,,,,,,,
,"ADD",,,,,,,,,,,
,"0965-2140","ADD/C","P + E",2745,2745,2745,1486,1886,3203,,,
,"1360-0443","ADD/E","Elec",2495,2495,2495,1350,1715,2911,,,
,"Vol 105, 12 Issues","ADD","Print",2495,2495,2495,1350,1715,2911,,,
"ADB","ADDICTION BIOLOGY",,,,,,,,,,,
,"ADB",,,,,,,,,,,
,"1355-6215","ADB/C","P + E",1069,1069,1069,646,820,1266,,,
,"1369-1600","ADB/E","Elec",971,971,971,588,747,1152,,,
,"Vol 15, 4 Issues","ADB","Print",971,971,971,588,747,1152,,,
"2266","ADVANCED ENGINEERING MATERIALS",,,,,,,,,,,
,"2266",,"VCH TITLE",,,,,,,,,
,"1438-1656","2266/C","P + E",2646,2646,2646,1351,2141,2646,3435,"SFR","Switzerland"
,"1527-2648","2266/E","Elec",2406,2406,2406,1228,1946,2406,3122,"SFR","Switzerland"
,"Vol 12, 12 Issues","2266","Print",2406,2406,2406,1228,1946,2406,3122,"SFR","Switzerland"
"2126","ADVANCED FUNCTIONAL MATERIALS",,,,,,,,,,,
,"2126",,"VCH TITLE",,,,,,,,,
,"1616-301X","2126/C","P + E",5203,5203,5203,2655,4309,5203,6816,"SFR","Switzerland"
,"1616-3028","2126/E","Elec",4729,4729,4729,2413,3917,4729,6196,"SFR","Switzerland"
,"Vol 20, 24 Issues","2126","Print",4729,4729,4729,2413,3917,4729,6196,"SFR","Switzerland"
,"Also available in Advanced Materials & Advanced Functional Materials Combination.",,,,,,,,,,,
"2089","ADVANCED MATERIALS",,,,,,,,,,,
,"2089",,"VCH TITLE",,,,,,,,,
,"0935-9648","2089/C","P + E",8781,8781,8781,4481,6793,8781,10735,"SFR","Switzerland"
,"1521-4095","2089/E","Elec",7982,7982,7982,4073,6176,7982,9759,"SFR","Switzerland"
,"Vol 22, 48 Issues","2089","Print",7982,7982,7982,4073,6176,7982,9759,"SFR","Switzerland"
,"Also available in Advanced Materials & Advanced Functional Materials Combination.",,,,,,,,,,,
"-","ADVANCED MATERIALS & ADVANCED FUNCTIONAL MATERIALS COMBINATION",,,,,,,,,,,
,,,"VCH TITLES",,,,,,,,,
,,"MJ2089/C","P + E",12567,12567,12567,6412,9976,12567,15797,"SFR","Switzerland"
,,"MJ2089/E","Elec",11425,11425,11425,5829,9069,11425,14361,"SFR","Switzerland"
,,"MJ2089/P","Print",11425,11425,11425,5829,9069,11425,14361,"SFR","Switzerland"
," Includes Advanced Materials & Advanced Functional Materials.",,,,,,,,,,,
"2258","ADVANCED SYNTHESIS & CATALYSIS (PREVIOUSLY: JOURNAL FUER PRAKTISCHE CHEMIE)",,,,,,,,,,,
,"2258",,"VCH TITLE",,,,,,,,,
,"1615-4150","2258/C","P + E",2846,2846,2846,1452,2437,2846,3649,"SFR","Switzerland"
,"1615-4169","2258/E","Elec",2587,2587,2587,1320,2215,2587,3317,"SFR","Switzerland"
,"Vol 352, 18 Issues","2258","Print",2587,2587,2587,1320,2215,2587,3317,"SFR","Switzerland"
,"Also available in ChemPubSocPackage German optout & ChemPubSocPackage German optin & ChemPubSocPackage International optin & ChemPubSocPackage",,,,,,,,,,,
,"International optout.",,,,,,,,,,,
"ADV","ADVANCES IN POLYMER TECHNOLOGY",,,,,,,,,,,
,"ADV",,,,,,,,,,,
,"0730-6679","ADV/C","P + E",1583,1639,1667,851,1076,1667,,,
,"1098-2329","ADV/E","Elec",1439,1439,1439,734,929,1439,,,
,"Vol 29, 4 Issues","ADV","Print",1439,1495,1523,777,983,1523,,,
"ARBE","AFRICA RESEARCH BULLETIN: ECONOMIC, FINANCIAL AND TECHNICAL SERIES",,,,,,,,,,,
,"ARBE",,,,,,,,,,,
,"0001-9852","ARBE/C","P + E",1795,1795,1795,947,1201,2096,1205,"USD","Africa"
,"1467-6346","ARBE/E","Elec",1632,1632,1632,860,1092,1905,1095,"USD","Africa"
,"Vol 47, 12 Issues","ARBE","Print",1632,1632,1632,860,1092,1905,1095,"USD","Africa"
,"Also available in Africa Research Package.",,,,,,,,,,,
"ARBP","AFRICA RESEARCH BULLETIN: POLITICAL, SOCIAL AND CULTURAL SERIES",,,,,,,,,,,
,"ARBP",,,,,,,,,,,
,"0001-9844","ARBP/C","P + E",1795,1795,1795,947,1201,2096,1205,"USD","Africa"
,"1467-825X","ARBP/E","Elec",1632,1632,1632,860,1092,1905,1095,"USD","Africa"
,"Vol 47, 12 Issues","ARBP","Print",1632,1632,1632,860,1092,1905,1095,"USD","Africa"
,"Also available in Africa Research Package.",,,,,,,,,,,
"-","AFRICA RESEARCH PACKAGE",,,,,,,,,,,
,,"MJARBE/C","P + E",2697,2697,2697,1420,1801,3147,1991,"USD","Africa"
,,"MJARBE/E","Elec",2451,2451,2451,1291,1638,2860,1641,"USD","Africa"
,,"MJARBE/P","Print",2451,2451,2451,1291,1638,2860,1641,"USD","Africa"
," Includes Africa Research Bulletin: Economic, Financial and Technical Series & Africa Research Bulletin: Political, Social and Cultural Series.",,,,,,,,,,,
"AFDR","AFRICAN DEVELOPMENT REVIEW",,,,,,,,,,,
,"AFDR",,,,,,,,,,,
,"1017-6772","AFDR/C","P + E",329,329,329,194,247,380,,,
,"1467-8268","AFDR/E","Elec",298,298,298,176,224,345,,,
,"Vol 22, 3 Issues","AFDR","Print",298,298,298,176,224,345,,,
"AJE","AFRICAN JOURNAL OF ECOLOGY",,,,,,,,,,,
,"AJE",,,,,,,,,,,
,"0141-6707","AJE/C","P + E",1479,1479,1479,800,1016,1725,,,
,"1365-2028","AJE/E","Elec",1345,1345,1345,727,924,1568,,,
,"Vol 48, 4 Issues","AJE","Print",1345,1345,1345,727,924,1568,,,
"AB","AGGRESSIVE BEHAVIOR",,,,,,,,,,,
,"AB",,,,,,,,,,,
,"0096-140X","AB/C","P + E",3006,3090,3132,1598,2020,3132,,,
,"1098-2337","AB/E","Elec",2732,2732,2732,1394,1762,2732,,,
,"Vol 36, 6 Issues","AB","Print",2732,2816,2858,1458,1843,2858,,,
"ACEL","AGING CELL",,,,,,,,,,,
,"ACEL",,,,,,,,,,,
,"1474-9718","ACEL/C","P + E",1455,1455,1455,788,1000,1698,,,
,"1474-9726","ACEL/E","Elec",1323,1323,1323,716,909,1543,,,
,"Vol 9, 6 Issues","ACEL","Print",1323,1323,1323,716,909,1543,,,
"AGR","AGRIBUSINESS : AN INTERNATIONAL JOURNAL",,,,,,,,,,,
,"AGR",,,,,,,,,,,
,"0742-4477","AGR/C","P + E",1924,1980,2008,1026,1296,2008,,,
,"1520-6297","AGR/E","Elec",1749,1749,1749,893,1128,1749,,,
,"Vol 26, 4 Issues","AGR","Print",1749,1805,1833,936,1182,1833,,,
"AFE","AGRICULTURAL AND FOREST ENTOMOLOGY",,,,,,,,,,,
,"AFE",,,,,,,,,,,
,"1461-9555","AFE/C","P + E",1132,1132,1132,613,777,1320,,,
,"1461-9563","AFE/E","Elec",1029,1029,1029,557,708,1200,,,
,"Vol 12, 4 Issues","AFE","Print",1029,1029,1029,557,708,1200,,,
"AGEC","AGRICULTURAL ECONOMICS",,,,,,,,,,,
,"AGEC",,,,,,,,,,,
,"0169-5150","AGEC/C","P + E",863,863,863,480,610,941,,,
,"1574-0862","AGEC/E","Elec",784,784,784,436,554,855,,,
,"Vol 41, 6 Issues","AGEC","Print",784,784,784,436,554,855,,,
"-","AGRICULTURAL ECONOMICS PACKAGE",,,,,,,,,,,
,,"MJJAGE/C","P + E",528,528,528,314,400,615,,,
,,"MJJAGE/E","Elec",479,479,479,285,363,559,,,
,,"MJJAGE/P","Print",479,479,479,285,363,559,,,
," Includes Journal of Agricultural Economics & Eurochoices.",,,,,,,,,,,
"AIC","AICHE JOURNAL",,,,,,,,,,,
,"AIC",,,,,,,,,,,
,"0001-1541","AIC/C","P + E",2364,2532,2616,1336,1690,2616,,,
,"1547-5905","AIC/E","Elec",2149,2149,2149,1097,1387,2149,,,
,"Vol 56, 12 Issues","AIC","Print",2149,2317,2401,1226,1550,2401,,,
"ACER","ALCOHOLISM",,,,,,,,,,,
,"ACER",,,,,,,,,,,
,"0145-6008","ACER/C","P + E",1210,1210,1210,739,939,1448,,,
,"1530-0277","ACER/E","Elec",1100,1100,1100,671,853,1316,,,
,"Vol 34, 12 Issues","ACER","Print",1100,1100,1100,671,853,1316,,,
"ADAW","ALCOHOLISM AND DRUG ABUSE WEEKLY",,,,,,,,,,,
,"ADAW",,,,,,,,,,,
,"1042-1394","ADAW/C","P + E",5020,5164,5212,2659,3363,5212,,,
,"1556-7591","ADAW/E","Elec",4563,4563,4563,2328,2944,4563,,,
,"Vol 22, 48 Issues","ADAW","Print",4563,4707,4755,2426,3068,4755,,,
"APT","ALIMENTARY PHARMACOLOGY & THERAPEUTICS",,,,,,,,,,,
,"APT",,,,,,,,,,,
,"0269-2813","APT/C","P + E",3065,3065,3065,1658,2106,3576,,,
,"1365-2036","APT/E","Elec",2786,2786,2786,1507,1914,3250,,,
,"Vol 31-32, 23 Issues","APT","Print",2786,2786,2786,1507,1914,3250,,,
"ALL","ALLERGY",,,,,,,,,,,
,"ALL",,,,,,,,,,,
,"0105-4538","ALL/C","P + E",1630,1630,1630,970,1232,1900,,,
,"1398-9995","ALL/E","Elec",1481,1481,1481,881,1120,1727,,,
,"Vol 65, 12 Issues","ALL","Print",1481,1481,1481,881,1120,1727,,,
"ALT","ALTERNATIVES TO THE HIGH COST OF LITIGATION",,,,,,,,,,,
,"ALT",,,,,,,,,,,
,"1549-4373","ALT/C","P + E",330,440,533.5,273,344,533.5,,,
,"1549-4381","ALT/E","Elec",300,300,300,153,193,300,,,
,"Vol 28, 11 Issues","ALT","Print",300,410,503.5,257,324,503.5,,,
"AMAN","AMERICAN ANTHROPOLOGIST",,,,,,,,,,,
,"AMAN",,,,,,,,,,,
,"0002-7294","AMAN/C","P + E",458,458,458,229,290,449,,,
,"1548-1433","AMAN/E","Elec",416,416,416,208,264,408,,,
,"Vol 112, 4 Issues",,,,,,,,,,,
,"Not available in print only.",,,,,,,,,,,
"ABLJ","AMERICAN BUSINESS LAW JOURNAL",,,,,,,,,,,
,"ABLJ",,,"SEE AMERICAN LAW PACKAGE.",,,,,,,,
,"0002-7766",,,,,,,,,,,
,"1744-1714",,,,,,,,,,,
,"Vol 47, 4 Issues",,,,,,,,,,,
"AMET","AMERICAN ETHNOLOGIST",,,,,,,,,,,
,"AMET",,,,,,,,,,,
,"0094-0496","AMET/C","P + E",359,359,359,179,229,351,,,
,"1548-1425","AMET/E","Elec",326,326,326,163,207,319,,,
,"Vol 37, 4 Issues",,,,,,,,,,,
,"Not available in print only.",,,,,,,,,,,
"AJES","AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY",,,,,,,,,,,
,"AJES",,,,,,,,,,,
,"0002-9246","AJES/C","P + E",241,241,241,194,247,380,,,
,"1536-7150","AJES/E","Elec",219,219,219,176,224,345,,,
,"Vol 69, 5 Issues","AJES","Print",219,219,219,176,224,345,,,
"AJH","AMERICAN JOURNAL OF HEMATOLOGY",,,,,,,,,,,
,"AJH",,,,,,,,,,,
,"0361-8609","AJH/C","P + E",5326,5494,5578,2846,3600,5578,,,
,"1096-8652","AJH/E","Elec",4842,4842,4842,2470,3124,4842,,,
,"Vol 85, 12 Issues","AJH","Print",4842,5010,5094,2599,3287,5094,,,
"AJHB","AMERICAN JOURNAL OF HUMAN BIOLOGY",,,,,,,,,,,
,"AJHB",,,,,,,,,,,
,"1042-0533","AJHB/C","P + E",1666,1750,1792,914,1156,1792,,,
,"1520-6300","AJHB/E","Elec",1514,1514,1514,772,977,1514,,,
,"Vol 22, 6 Issues","AJHB","Print",1514,1598,1640,836,1058,1640,,,
"AJIM","AMERICAN JOURNAL OF INDUSTRIAL MEDICINE",,,,,,,,,,,
,"AJIM",,,,,,,,,,,
,"0271-3586","AJIM/C","P + E",6175,6343,6427,3281,4147,6427,,,
,"1097-0274","AJIM/E","Elec",5613,5613,5613,2865,3621,5613,,,
,"Vol 53, 12 Issues","AJIM","Print",5613,5781,5865,2994,3784,5865,,,
"AJMG","AMERICAN JOURNAL OF MEDICAL GENETICS",,,,,,,,,,,
,"AJMG",,,,,,,,,,,
,"1552-4825","AJMG/C","P + E",15773,16277,16529,8435,10664,16529,,,
,"1552-4833","AJMG/E","Elec",14339,14339,14339,7317,9251,14339,,,
,"Vol 152-154, 24 Issues","AJMG","Print",14339,14843,15095,7703,9739,15095,,,
,"Published in 3 parts: 'A' 'B' 'C'.",,,,,,,,,,,
"AJOP","AMERICAN JOURNAL OF ORTHOPSYCHIATRY INTERDIS PERSPEC ON MENTAL HEALTH AND SOCIAL JUSTI",,,,,,,,,,,
,"AJOP",,,,,,,,,,,
,"0002-9432","AJOP/C","P + E",400,400,400,245,286,400,,,
,"1939-0025","AJOP/E","Elec",363,363,363,222,260,363,,,
,"Vol 80, 4 Issues","AJOP","Print",363,363,363,222,260,363,,,
,"Previously published by the American Psychological Association.",,,,,,,,,,,
"AJPA","AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY",,,,,,,,,,,
,"AJPA",,,,,,,,,,,
,"0002-9483","AJPA/C","P + E",3061,3257,3355,1711,2165,3355,,,
,"1096-8644","AJPA/E","Elec",2781,2781,2781,1419,1795,2781,,,
,"Vol 141-143, 14 Issues","AJPA","Print",2781,2977,3075,1569,1985,3075,,,
"AJPS","AMERICAN JOURNAL OF POLITICAL SCIENCE",,,,,,,,,,,
,"AJPS",,,,,,,,,,,
,"0092-5853","AJPS/C","P + E",508,508,508,396,500,774,,,
,"1540-5907","AJPS/E","Elec",461,461,461,359,454,703,,,
,"Vol 54, 4 Issues","AJPS","Print",461,461,461,359,454,703,,,
"AJP","AMERICAN JOURNAL OF PRIMATOLOGY",,,,,,,,,,,
,"AJP",,,,,,,,,,,
,"0275-2565","AJP/C","P + E",3725,3907,3998,2040,2581,3998,,,
,"1098-2345","AJP/E","Elec",3386,3386,3386,1728,2185,3386,,,
,"Vol 72, 13 Issues","AJP","Print",3386,3568,3659,1867,2361,3659,,,
"AJI","AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY",,,,,,,,,,,
,"AJI",,,,,,,,,,,
,"1046-7408","AJI/C","P + E",1729,1729,1729,1030,1309,2017,,,
,"1600-0897","AJI/E","Elec",1571,1571,1571,935,1189,1833,,,
,"Vol 63-64, 12 Issues","AJI","Print",1571,1571,1571,935,1189,1833,,,
"AJT","AMERICAN JOURNAL OF TRANSPLANTATION",,,,,,,,,,,
,"AJT",,,,,,,,,,,
,"1600-6135","AJT/C","P + E",2268,2268,2268,1349,1712,2643,,,
,"1600-6143","AJT/E","Elec",2061,2061,2061,1226,1557,2402,,,
,"Vol 10, 12 Issues","AJT","Print",2061,2061,2061,1226,1557,2402,,,
"AJAD","THE AMERICAN JOURNAL ON ADDICTIONS",,,,,,,,,,,
,"AJAD",,,,,,,,,,,
,"1055-0496","AJAD/C","P + E",805,805,805,427,539,805,,,
,"1521-0391","AJAD/E","Elec",732,732,732,388,490,732,,,
,"Vol 19, 6 Issues",,,,,,,,,,,
,"Not available in print only.Previously published by Informa",,,,,,,,,,,
"-","AMERICAN LAW PACKAGE",,,,,,,,,,,
,,"MJABLJ/C","P + E",579,579,579,393,499,769,,,
,,"MJABLJ/E","Elec",526,526,526,357,453,699,,,
,,"MJABLJ/P","Print",526,526,526,357,453,699,,,
," Includes American Business Law Journal & Journal of Legal Studies Education.",,,,,,,,,,,
"-","AMERICAN LITERATURE COLLECTION PACKAGE",,,,,,,,,,,
,,"MJFSFR/E","Elec",598,598,598,305,471,598,,,
," Includes Poe Studies (Electronic) & Steinbeck Review (Electronic) & The F. Scott Fitzgerald Review (Electronic) & The Mark Twain Annual (Electronic) &",,,,,,,,,,,
,"Leviathan (Electronic).",,,,,,,,,,,
"ANAE","ANAESTHESIA",,,,,,,,,,,
,"ANAE",,,,,,,,,,,
,"0003-2409","ANAE/C","P + E",1247,1247,1247,676,859,1457,,,
,"1365-2044","ANAE/E","Elec",1134,1134,1134,614,781,1324,,,
,"Vol 65, 12 Issues","ANAE","Print",1134,1134,1134,614,781,1324,,,
"ASAP","ANALYSES OF SOCIAL ISSUES & PUBLIC POLICY",,,,,,,,,,,
,"ASAP",,,"SEE SOCIAL ISSUES AND POLICY PACKAGE.",,,,,,,,
,"1529-7489",,,,,,,,,,,
,"1530-2415",,,,,,,,,,,
